,experiment,num,iterations
128,uniform_biased___center_connected,32,218.39809027777778
129,uniform_biased___center_connected,33,218.39363367542182
130,uniform_biased___center_connected,34,219.90114464099895
131,uniform_biased___center_connected,35,218.52544132917964
132,uniform_biased___center_connected,36,218.6840920893197
133,uniform_biased___center_connected,37,217.87115818718527
134,uniform_biased___center_connected,38,219.240269849507
135,uniform_biased___center_connected,39,218.6654626762986
136,uniform_biased___center_connected,4,219.1537929842751
137,uniform_biased___center_connected,40,218.45255854293148
138,uniform_biased___center_connected,41,218.95153279671177
139,uniform_biased___center_connected,42,218.11958224543082
140,uniform_biased___center_connected,43,217.3953569558387
141,uniform_biased___center_connected,44,219.0279069767442
142,uniform_biased___center_connected,45,218.47128851540617
143,uniform_biased___center_connected,46,219.62261863526152
144,uniform_biased___center_connected,47,219.22376409366868
145,uniform_biased___center_connected,48,217.99341877381366
146,uniform_biased___center_connected,49,217.90434630825624
147,uniform_biased___center_connected,5,220.28351309707242
148,uniform_biased___center_connected,50,218.36890349360084
149,uniform_biased___center_connected,51,219.63037843442197
150,uniform_biased___center_connected,52,219.30268863833479
151,uniform_biased___center_connected,53,219.0419821059876
152,uniform_biased___center_connected,54,219.52068252326785
153,uniform_biased___center_connected,55,218.9202772963605
154,uniform_biased___center_connected,56,219.42864583333332
155,uniform_biased___center_connected,57,217.83551141313816
156,uniform_biased___center_connected,58,219.30293555671358
157,uniform_biased___center_connected,59,218.39679531357683
158,uniform_biased___center_connected,6,218.4308225108225
159,uniform_biased___center_connected,60,218.4310225303293
160,uniform_biased___center_connected,61,218.94154379878577
161,uniform_biased___center_connected,62,218.2987804878049
162,uniform_biased___center_connected,63,219.69042699724517
163,uniform_biased___center_connected,64,218.9052832811957
164,uniform_biased___center_connected,65,219.10545517720638
165,uniform_biased___center_connected,66,218.1048331015299
166,uniform_biased___center_connected,67,218.6095818815331
167,uniform_biased___center_connected,68,218.3373934226553
168,uniform_biased___center_connected,69,219.625520110957
169,uniform_biased___center_connected,7,218.4624650837989
170,uniform_biased___center_connected,70,218.1866527632951
171,uniform_biased___center_connected,71,217.85330073349633
172,uniform_biased___center_connected,72,218.54823039555865
173,uniform_biased___center_connected,73,217.78457261987492
174,uniform_biased___center_connected,74,218.81254355400696
175,uniform_biased___center_connected,75,219.54918454935623
176,uniform_biased___center_connected,76,218.23301476976542
177,uniform_biased___center_connected,77,218.53554828714064
178,uniform_biased___center_connected,78,218.57088388214905
179,uniform_biased___center_connected,79,218.85719243449591
180,uniform_biased___center_connected,8,219.55935439083652
181,uniform_biased___center_connected,80,219.53767182878022
182,uniform_biased___center_connected,81,218.29450625869262
183,uniform_biased___center_connected,82,218.23480229925102
184,uniform_biased___center_connected,83,217.75990840232518
185,uniform_biased___center_connected,84,218.62919405050155
186,uniform_biased___center_connected,85,218.48267456033432
187,uniform_biased___center_connected,86,217.9875960866527
188,uniform_biased___center_connected,87,218.41047120418847
189,uniform_biased___center_connected,88,218.63129836629406
190,uniform_biased___center_connected,89,219.08091682583782
